agency_id,agency_name,agency_url,agency_timezone,agency_lang,agency_phone
"3102","Stoosbahnen AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"319","Morschach-Stoos","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"347","Seilbahn Ried Illgau","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3105","Luftseilbahn Brunni-Holzegg","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"334","Bergbahnen Hoch-Ybrig AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"303","Bergbahnen Hoch-Ybrig AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3106","Bergbahnen Hoch-Ybrig AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"240","Sattel-Hochstuckli AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"237","Reigoldswil-Wasserfallen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3108","Luftseilbahn Attinghausen-Brüsti AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3109","Luftseilbahn Flüelen-Eggbergen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3110","Biel Kinzig AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"270","Luftseilbahn Schattdorf-Haldi","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3112","Seilbahngenossenschaft Golzern","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3115","Luftseilbahngenossenschaft Arnisee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"286","Cardada Impianti Turistici","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3123","Funiva San Carlo-Robiei","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"348","Impianti turistici Rivera-Monte Tamaro","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3955","Trasporti Pubblici Luganesi INFO+","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"234","Saastal Bergbahnen AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"210","Funivia Monte Lema SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"296","Brusino-Arsizio-Serpiano","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"301","Schutt Atzmännig","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3128","Sesselbahn Krümmenschwil-Rietbach","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"257","Bergbahnen Wildhaus AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"202","Seilbahn Weissenstein AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3129","Sesselbahn Wildhaus-Gamplüt","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3130","Sportbahnen Amden","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"265","Maschgenkammbahnen Flumserberg","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"288","Prodkammbahnen Flumserberg AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"280","Stalden-Gspon","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3132","Luftseilbahn Oberschan-Hotel Alvier","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3133","Bergbahnen Malbun AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3136","Genossenschaft Luftseilbahn Morgenholz","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3137","Luftseilbahn Kies-Mettmen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3138","Luftseilbahn Matt-Weissenberg","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3139","Sportbahnen Elm","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3140","Aelplibahn Malans Genossenschaft","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3142","Gemeinde Fanas","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"309","Klosters-Madrisa Bergbahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"224","Sportbahnen Pischa","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3146","Bergbahnen Obersaxen AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3148","Bergbahnen Piz Mundaun AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3151","Sesselbahn Vals-Gadenstatt","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3152","Bergbahnen Piz Mundaun AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"329","Bergbahnen Disentis","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"342","Pradaschier AG Top","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3026","Val Sporz-Piz Scalottas","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3158","Sesselbahn Feldis-Mutta","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"230","Savognin-Bergbahnen AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"336","Sportbahnen Bergün","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3160","EWZ Bergeller Kraftwerke","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3051","Sesselbahn St. Moritz Suvretta-Randolins","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"267","Pontresina-Alp Languard","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3161","Luftseilbahnen Samnaun","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"305","TéléMarécottes","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"125","Montreux-Vevey-Riviera (las)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"313","Luftseilbahn Kräbel-Rigi Scheidegg AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3188","Luftseilbahn Amsteg-Arni","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3121","Kraftwerk Sanetsch AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"333","Sedrun Pendicularas SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"298","Lenk Bergbahnen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3012","Luftseilbahngenossenschaft Gitschenen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3162","Elektrizitätswerk Bezirk Schwyz","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"226","Luftseilbahn Obergschwend-Rigi-Burggeist AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3165","Luftseilbahn Illgau - Vorder Oberberg","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3036","Luftseilbahngenossenschaft Brügg-Eierschwand-Ruogig","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"269","Fiesch-Eggishorn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3001","Tschentenbahnen Adelboden","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3191","Wasserngrat 2000 AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3082","Mühleggbahn AG St. Gallen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"235","Seilbahn Rickenbach-Rotenfluh/Rotenfluebahn Mythenregion","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"220","Luftseilbahn Grächen-Hannigalp","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"217","Télé Champéry - Crosets Portes du Soleil SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"233","Télé-Leysin-Col des Mosses - La Lécherette SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"256","Stechelberg-Mürren-Schilthorn (lsms)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"229","Leukerbad-Gemmipass","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"211","Raron-Unterbäch","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"158","Zugerbergbahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"105","Braunwald-Standseilbahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"112","Standseilbahn Schwyz-Stoos AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"310","Luftseilbahn Kalpetran-Embd","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3054","Seilbahngenossenschaft Embd-Schalb","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"299","Zermatt Bergbahnen AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"315","Bergbahnen Hohsaas AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"276","Rosswald Bahnen AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3063","Sportbahnen Bellwald Goms AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"119","Drahtseilbahn Marzili-Bundesterrasse (Bern)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3070","Sesselbahn Kiental-Ramslauenen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"346","Luftseilbahn Kandersteg-Allmenalp","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3072","Luftseilbahn Elsigbach-Elsigenalp","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"157","Wengernalpbahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"9014","Verein Dampfbahn Bern","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"42","Montreux-Vevey-Riviera (cev)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"137","Rigi-Bahnen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"908","Dampfbahn-Verein Zürcher Oberland","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"129","Ferrovia Monte Generoso","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"371","Société coopérative du Chemin de fer - Musée Blonay-Chamby","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"124","Jungfraubahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"140","Berner Oberland-Bahnen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"104","Brienz Rothorn Bahn AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"136","Pilatusbahnen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"27","Transports Publics du Chablais (asd)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"38","Aare Seeland mobil (bti)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"24","Transports Publics du Chablais (aomc)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"81","Aare Seeland mobil (snb)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"29","Transports de la région Morges-Bière-Cossonay","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"69","Transports Vallée de Joux-Yverdon-Ste-Croix (pbr)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"23","Transports Publics du Chablais (al)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"97","Transports Vallée de Joux-Yverdon-Ste-Croix (ystec)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"56","Aare Seeland mobil (rvo)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"132","Meiringen-Innertkirchen-Bahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"160","Dampfbahn Furka-Bergstrecke","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"121","Gornergratbahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"807000","NeTS Planung DB","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"87","Dummy","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"693","DB ZugBus Regionalverkehr Alb-Bodensee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"7019","Bergbahnen Adelboden AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"165","Poly-Bahn Zürich","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"7090","Autoservizi Comazzi S.R.L.","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"716","Ortsbus St. Moritz","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"7092","Prontobus","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"7058","Engelberger Auto-Betriebe","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"194","Zürichsee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"7052","Gemeinde Sur","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"166","Funiculaire Neuchâtel-Université - Neuchâtel-Gare","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"15300","Transports Publics Neuchâtelois SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"128","Aare Seeland mobil (ltb)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"101","Verkehrsbetriebe Biel","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"189","Lacs de Neuchâtel et Morat","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"185","Vierwaldstättersee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"181","Hallwilersee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"195","Schweizerische Bodensee-Schiffahrtsgesellschaft","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"184","CGN SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"182","Bielersee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"186","Zugersee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"190","Società  Navigazione del Lago di Lugano SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"192","BLS AG (ths)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"360","Bodensee-Schiffsbetriebe Romanshorn-Friedrichshafen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"197","Schiffsbetrieb Walensee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3183","Schiffahrtsunternehmung Silsersee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3181","Navigation Lac de Joux","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3186","Schiff Eglisau-Tössegg","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"188","Lago di Lugano","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3185","Ernst Mändli AG Nohl","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"198","Navigation Lac des Brenets","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"196","Fähre Horgen-Meilen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"199","Société des Mouettes Genevoises Navigation","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3190","Fähre Beckenried-Gersau","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"193","Untersee und Rhein","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"179","Schiffsbetrieb Aegerisee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3194","Franz Weiss Sarnen (Sarnersee)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"183","BLS AG (brs)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"180","Greifensee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
